ID	Name	Equation	Definition	Genes
rxn00784_c0	2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming)_c0	(1) cpd00510[c0] <=> (1) cpd00071[c0] + (1) cpd00102[c0]	(1) deoxyribose-5-phosphate_c0[c0] <=> (1) Acetaldehyde_c0[c0] + (1) Glyceraldehyde3-phosphate_c0[c0]	fig|6666666.1394842.peg.451
rxn01418_c0	2-oxoadipate dehydrogenase complex_c0	(1) cpd00003[c0] + (1) cpd00010[c0] + (1) cpd00067[c0] + (1) cpd00269[c0] <=> (1) cpd00004[c0] + (1) cpd00011[c0] + (1) cpd00413[c0]	(1) NAD_c0[c0] + (1) CoA_c0[c0] + (1) H+_c0[c0] + (1) 2-Oxoadipate_c0[c0] <=> (1) NADH_c0[c0] + (1) CO2_c0[c0] + (1) Glutaryl-CoA_c0[c0]	fig|6666666.1394842.peg.2748
rxn01537_c0	Thiamin hydrolase_c0	(1) cpd00001[c0] + (1) cpd00305[c0] => (1) cpd00067[c0] + (1) cpd00939[c0] + (1) cpd02636[c0]	(1) H2O_c0[c0] + (1) Thiamin_c0[c0] => (1) H+_c0[c0] + (1) Toxopyrimidine_c0[c0] + (1) 4-Methyl-5--2-hydroxyethyl-thiazole_c0[c0]	fig|6666666.1394842.peg.2784
rxn00510_c0	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming)_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00351[c0] <=> (1) cpd00004[c0] + (1) cpd00024[c0] + (1) cpd00039[c0] + (1) cpd00067[c0]	(1) H2O_c0[c0] + (1) NAD_c0[c0] + (1) Saccharopine_c0[c0] <=> (1) NADH_c0[c0] + (1) 2-Oxoglutarate_c0[c0] + (1) L-Lysine_c0[c0] + (1) H+_c0[c0]	fig|6666666.1394842.peg.1732
rxn02285_c0	UDP-N-acetylmuramate:NADP+ oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd00773[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd02820[c0]	(1) NADP_c0[c0] + (1) UDP-MurNAc_c0[c0] <=> (1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) UDP-N-acetylglucosamine enolpyruvate_c0[c0]	fig|6666666.1394842.peg.465
rxn03047_c0	ATP:pantothenate 4'-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd02524[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd02666[c0]	(1) ATP_c0[c0] + (1) N-Pantothenoylcysteine_c0[c0] <=> (1) ADP_c0[c0] + (1) H+_c0[c0] + (1) (R)-4'-Phosphopantothenoyl-L-cysteine_c0[c0]	fig|6666666.1394842.peg.1135
rxn00559_c0	D-mannose-6-phosphate aldose-ketose-isomerase_c0	(1) cpd00235[c0] <=> (1) cpd00072[c0]	(1) D-mannose-6-phosphate_c0[c0] <=> (1) D-fructose-6-phosphate_c0[c0]	(fig|6666666.1394842.peg.820 or fig|6666666.1394842.peg.3111)
rxn08848_c0	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)_c0	(1) cpd00001[c0] + (1) cpd15346[c0] <=> (1) cpd00067[c0] + (1) cpd00214[c0] + (1) cpd02090[c0]	(1) H2O_c0[c0] + (1) 2-Acyl-sn-glycero-3-phosphoglycerol hexadecanoyl_c0[c0] <=> (1) H+_c0[c0] + (1) Palmitate_c0[c0] + (1) Glycerophosphoglycerol_c0[c0]	(fig|6666666.1394842.peg.2703 or fig|6666666.1394842.peg.1948)
rxn10194_c0	Teichoic acid (unsubstituted) export_c0	(1) cpd15661[c0] + (1) cpd15666[c0] <=> (1) cpd00067[c0] + (1) cpd00286[c0] + (1) cpd15667[c0]	(1) Prenol-45n teichoic acid_c0[c0] + (1) Peptidoglycan polymer (n-1 subunits)_c0[c0] <=> (1) H+_c0[c0] + (1) Undecaprenylphosphate_c0[c0] + (1) glycerol teichoic acid (n=45), linked, unsubstituted_c0[c0]	(Unknown and fig|6666666.1394842.peg.422)
rxn00691_c0	10-Formyltetrahydrofolate amidohydrolase_c0	(1) cpd00001[c0] + (1) cpd00201[c0] => (1) cpd00047[c0] + (1) cpd00067[c0] + (1) cpd00087[c0]	(1) H2O_c0[c0] + (1) 10-Formyltetrahydrofolate_c0[c0] => (1) Formate_c0[c0] + (1) H+_c0[c0] + (1) Tetrahydrofolate_c0[c0]	fig|6666666.1394842.peg.450
rxn08840_c0	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)_c0	(1) cpd00001[c0] + (1) cpd15338[c0] => (1) cpd00067[c0] + (1) cpd00908[c0] + (1) cpd15298[c0]	(1) H2O_c0[c0] + (1) 2-Acyl-sn-glycero-3-phosphoethanolamine tetradec-7-enoyl_c0[c0] => (1) H+_c0[c0] + (1) Glycerophosphoethanolamine_c0[c0] + (1) tetradecenoate_c0[c0]	(fig|6666666.1394842.peg.2703 or fig|6666666.1394842.peg.1948)
rxn00807_c0	(2S)-alpha-leucine 2,3-aminomutase_c0	(1) cpd00107[c0] <=> (1) cpd01634[c0]	(1) L-Leucine_c0[c0] <=> (1) L-beta-Leucine_c0[c0]	fig|6666666.1394842.peg.1424
rxn03923_c0	acetyl-phosphate:sulfite S-acetyltransferase (acyl-phosphate hydrolysing, 2-oxoethyl-forming)_c0	(1) cpd00009[c0] + (1) cpd00460[c0] <=> (1) cpd00081[c0] + (1) cpd00196[c0]	(1) Phosphate_c0[c0] + (1) Sulfoacetaldehyde_c0[c0] <=> (1) Sulfite_c0[c0] + (1) Acetylphosphate_c0[c0]	(fig|6666666.1394842.peg.776 or fig|6666666.1394842.peg.735)
rxn00290_c0	succinyl-CoA:acetoacetate CoA-transferase_c0	(1) cpd00078[c0] + (1) cpd00142[c0] <=> (1) cpd00036[c0] + (1) cpd00279[c0]	(1) Succinyl-CoA_c0[c0] + (1) Acetoacetate_c0[c0] <=> (1) Succinate_c0[c0] + (1) Acetoacetyl-CoA_c0[c0]	(fig|6666666.1394842.peg.2417 or fig|6666666.1394842.peg.2418)
rxn03907_c0	CTP: 2-C-Methyl-D-erythritol 4-phosphate cytidylyltransferase_c0	(1) cpd00052[c0] + (1) cpd08286[c0] <=> (1) cpd00012[c0] + (1) cpd08287[c0]	(1) CTP_c0[c0] + (1) 2-C-methyl-D-erythritol4-phosphate_c0[c0] <=> (1) PPi_c0[c0] + (1) 4--cytidine5-diphospho-2-C-methyl-D-erythritol_c0[c0]	fig|6666666.1394842.peg.2800
rxn01987_c0	R02750_c0	(1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00510[c0] <=> (1) cpd00002[c0] + (1) cpd01242[c0]	(1) ADP_c0[c0] + (1) H+_c0[c0] + (1) deoxyribose-5-phosphate_c0[c0] <=> (1) ATP_c0[c0] + (1) Thyminose_c0[c0]	(fig|6666666.1394842.peg.1543 or fig|6666666.1394842.peg.103 or fig|6666666.1394842.peg.2352 or fig|6666666.1394842.peg.1498)
rxn03538_c0	R05223_c0	(1) cpd03423[c0] + (1) cpd03920[c0] <=> (1) cpd00067[c0] + (1) cpd00126[c0] + (1) cpd00166[c0]	(1) alpha-Ribazole_c0[c0] + (1) Adenosylcobinamide-GDP_c0[c0] <=> (1) H+_c0[c0] + (1) GMP_c0[c0] + (1) Calomide_c0[c0]	fig|6666666.1394842.peg.2233
rxn09310_c0	thiazole phosphate synthesis_c0	(1) cpd00002[c0] + (1) cpd00069[c0] + (1) cpd00084[c0] + (1) cpd08289[c0] => (1) cpd00001[c0] + (1) cpd00011[c0] + (1) cpd00012[c0] + (1) cpd00018[c0] + (1) cpd00035[c0] + (2) cpd00067[c0] + (1) cpd02654[c0] + (1) cpd15378[c0]	(1) ATP_c0[c0] + (1) L-Tyrosine_c0[c0] + (1) L-Cysteine_c0[c0] + (1) 1-deoxy-D-xylulose5-phosphate_c0[c0] => (1) H2O_c0[c0] + (1) CO2_c0[c0] + (1) PPi_c0[c0] + (1) AMP_c0[c0] + (1) L-Alanine_c0[c0] + (2) H+_c0[c0] + (1) 4-Methyl-5--2-phosphoethyl-thiazole_c0[c0] + (1) 4-Hydroxy-benzylalcohol_c0[c0]	((fig|6666666.1394842.peg.1193 or fig|6666666.1394842.peg.251 or fig|6666666.1394842.peg.1364) and Unknown and Unknown and Unknown and Unknown and fig|6666666.1394842.peg.2061)
rxn02834_c0	Phosphoribosyl-ATP pyrophosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd01775[c0] => (1) cpd00012[c0] + (2) cpd00067[c0] + (1) cpd01777[c0]	(1) H2O_c0[c0] + (1) Phosphoribosyl-ATP_c0[c0] => (1) PPi_c0[c0] + (2) H+_c0[c0] + (1) Phosphoribosyl-AMP_c0[c0]	(fig|6666666.1394842.peg.1654 and fig|6666666.1394842.peg.2119)
rxn01213_c0	GPPSYN-RXN_c0	(1) cpd00113[c0] + (1) cpd00202[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd00283[c0]	(1) Isopentenyldiphosphate_c0[c0] + (1) DMAPP_c0[c0] => (1) PPi_c0[c0] + (1) H+_c0[c0] + (1) Geranyldiphosphate_c0[c0]	(Unknown and Unknown and (fig|6666666.1394842.peg.703 or fig|6666666.1394842.peg.2203) and Unknown)
rxn00459_c0	2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming)_c0	(1) cpd00482[c0] <=> (1) cpd00001[c0] + (1) cpd00061[c0]	(1) 2-Phospho-D-glycerate_c0[c0] <=> (1) H2O_c0[c0] + (1) Phosphoenolpyruvate_c0[c0]	(fig|6666666.1394842.peg.1119 or fig|6666666.1394842.peg.542)
rxn03291_c0	7alpha-Hydroxy-5beta-cholestan-3-one:NADP+ delta4-oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd03234[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd03238[c0]	(1) NADP_c0[c0] + (1) 7alpha-Hydroxy-5beta-cholestan-3-one_c0[c0] <=> (1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) 7alpha-Hydroxycholest-4-en-3-one_c0[c0]	fig|6666666.1394842.peg.3289
rxn03932_c0	ATP:5-dehydro-2-deoxy-D-gluconate 6-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd04242[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd02721[c0]	(1) ATP_c0[c0] + (1) DKH_c0[c0] <=> (1) ADP_c0[c0] + (1) H+_c0[c0] + (1) DKHP_c0[c0]	(fig|6666666.1394842.peg.192 and fig|6666666.1394842.peg.195)
rxn02304_c0	protoporphyrinogen-IX:oxygen oxidoreductase_c0	(3) cpd00007[c0] + (2) cpd00791[c0] <=> (6) cpd00001[c0] + (2) cpd01476[c0]	(3) O2_c0[c0] + (2) ProtoporphyrinogenIX_c0[c0] <=> (6) H2O_c0[c0] + (2) Protoporphyrin_c0[c0]	fig|6666666.1394842.peg.504
rxn00770_c0	ATP:D-ribose-5-phosphate diphosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00101[c0] <=> (1) cpd00018[c0] + (1) cpd00067[c0] + (1) cpd00103[c0]	(1) ATP_c0[c0] + (1) ribose-5-phosphate_c0[c0] <=> (1) AMP_c0[c0] + (1) H+_c0[c0] + (1) PRPP_c0[c0]	fig|6666666.1394842.peg.1032
rxn05902_c0	sulphite reductase_c0	(3) cpd00001[c0] + (1) cpd00239[c0] + (3) cpd11621[c0] <=> (6) cpd00067[c0] + (1) cpd00081[c0] + (3) cpd11620[c0]	(3) H2O_c0[c0] + (1) H2S_c0[c0] + (3) Oxidizedferredoxin_c0[c0] <=> (6) H+_c0[c0] + (1) Sulfite_c0[c0] + (3) Reducedferredoxin_c0[c0]	fig|6666666.1394842.peg.2959
rxn05153_c0	sulfate-transporting ATPase_c0	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00048[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00048[c0] + (1) cpd00067[c0]	(1) H2O_c0[c0] + (1) ATP_c0[c0] + (1) Sulfate_e0[e0] => (1) ADP_c0[c0] + (1) Phosphate_c0[c0] + (1) Sulfate_c0[c0] + (1) H+_c0[c0]	fig|6666666.1394842.peg.2954
rxn10945_c0	L-proline transport via diffusion (extracellular to periplasm)_c0	(1) cpd00129[c0] <=> (1) cpd00129[e0]	(1) L-Proline_c0[c0] <=> (1) L-Proline_e0[e0]	(fig|6666666.1394842.peg.3297 or fig|6666666.1394842.peg.390)
rxn08806_c0	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15316[c0] <=> (1) cpd00067[c0] + (1) cpd00214[c0] + (1) cpd00908[c0]	(1) H2O_c0[c0] + (1) 1-Acyl-sn-glycero-3-phosphoethanolamine hexadecanoyl_c0[c0] <=> (1) H+_c0[c0] + (1) Palmitate_c0[c0] + (1) Glycerophosphoethanolamine_c0[c0]	(fig|6666666.1394842.peg.1948 or fig|6666666.1394842.peg.2703)
rxn05195_c0	ATP phosphohydrolase (ferric-ion-transporting)_c0	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd10516[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd10516[c0]	(1) H2O_c0[c0] + (1) ATP_c0[c0] + (1) fe3_e0[e0] => (1) ADP_c0[c0] + (1) Phosphate_c0[c0] + (1) H+_c0[c0] + (1) fe3_c0[c0]	Unknown
rxn10121_c0	Nitrate reductase (Menaquinol-8) (periplasm)_c0	(2) cpd00067[c0] + (1) cpd00209[c0] + (1) cpd15499[c0] <=> (1) cpd00001[c0] + (2) cpd00067[e0] + (1) cpd00075[c0] + (1) cpd15500[c0]	(2) H+_c0[c0] + (1) Nitrate_c0[c0] + (1) Menaquinol 8_c0[c0] <=> (1) H2O_c0[c0] + (2) H+_e0[e0] + (1) Nitrite_c0[c0] + (1) Menaquinone 8_c0[c0]	(fig|6666666.1394842.peg.1319 and fig|6666666.1394842.peg.1320 and fig|6666666.1394842.peg.1318 and fig|6666666.1394842.peg.1321)
rxn05579_c0	Glycine betaine transport via proton symport, reversible_c0	(1) cpd00067[e0] + (1) cpd00540[e0] <=> (1) cpd00067[c0] + (1) cpd00540[c0]	(1) H+_e0[e0] + (1) BET_e0[e0] <=> (1) H+_c0[c0] + (1) BET_c0[c0]	(fig|6666666.1394842.peg.976 or fig|6666666.1394842.peg.2362)
rxn06197_c0	ATP:protein-L-histidine N(pi)-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd11712[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd12508[c0]	(1) ATP_c0[c0] + (1) Protein histidine_c0[c0] <=> (1) ADP_c0[c0] + (1) H+_c0[c0] + (1) Protein N-pros-phosphohistidine_c0[c0]	fig|6666666.1394842.peg.2900
rxn01208_c0	R01652_c0	(1) cpd00011[c0] + (1) cpd00200[c0] <= (1) cpd00067[c0] + (1) cpd02605[c0]	(1) CO2_c0[c0] + (1) 4MOP_c0[c0] <= (1) H+_c0[c0] + (1) 2-isopropyl-3-oxosuccinate_c0[c0]	fig|6666666.1394842.peg.1418
rxn05618_c0	manganese transport in via proton symport_c0	(1) cpd00030[e0] + (1) cpd00067[e0] => (1) cpd00030[c0] + (1) cpd00067[c0]	(1) Mn2+_e0[e0] + (1) H+_e0[e0] => (1) Mn2+_c0[c0] + (1) H+_c0[c0]	fig|6666666.1394842.peg.3159
rxn10474_c0	cobalt (Co+2) transport via diffusion (extracellular to periplasm)_c0	(1) cpd00149[c0] <=> (1) cpd00149[e0]	(1) Co2+_c0[c0] <=> (1) Co2+_e0[e0]	fig|6666666.1394842.peg.88
rxn04757_c0	violaxanthin-neoxanthin isomerase (epoxide-opening)_c0	(1) cpd05521[c0] <=> (1) cpd05513[c0]	(1) Violaxanthin_c0[c0] <=> (1) Neoxanthin_c0[c0]	fig|6666666.1394842.peg.469
rxn10120_c0	Nitrate reductase (Ubiquinol-8) (periplasm)_c0	(2) cpd00067[c0] + (1) cpd00209[c0] + (1) cpd15561[c0] => (1) cpd00001[c0] + (2) cpd00067[e0] + (1) cpd00075[c0] + (1) cpd15560[c0]	(2) H+_c0[c0] + (1) Nitrate_c0[c0] + (1) Ubiquinol-8_c0[c0] => (1) H2O_c0[c0] + (2) H+_e0[e0] + (1) Nitrite_c0[c0] + (1) Ubiquinone-8_c0[c0]	(fig|6666666.1394842.peg.1320 and fig|6666666.1394842.peg.1319 and fig|6666666.1394842.peg.1321 and fig|6666666.1394842.peg.1318)
rxn07454_c0	(Z)-phenylacetaldehyde-oxime hydro-lyase_c0	(1) cpd14796[c0] <=> (1) cpd00001[c0] + (1) cpd14795[c0]	(1) (Z)-Phenylacetaldehyde oxime_c0[c0] <=> (1) H2O_c0[c0] + (1) Benzyl cyanide_c0[c0]	fig|6666666.1394842.peg.665
rxn00461_c0	Phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine 1-carboxyvinyl-transferase_c0	(1) cpd00037[c0] + (1) cpd00061[c0] <=> (1) cpd00009[c0] + (1) cpd02820[c0]	(1) UDP-N-acetylglucosamine_c0[c0] + (1) Phosphoenolpyruvate_c0[c0] <=> (1) Phosphate_c0[c0] + (1) UDP-N-acetylglucosamine enolpyruvate_c0[c0]	fig|6666666.1394842.peg.2693
rxn05613_c0	L-methionine S-oxide transport via ABC system_c0	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd01914[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd01914[c0]	(1) H2O_c0[c0] + (1) ATP_c0[c0] + (1) L-Methionine S-oxide_e0[e0] => (1) ADP_c0[c0] + (1) Phosphate_c0[c0] + (1) H+_c0[c0] + (1) L-Methionine S-oxide_c0[c0]	(fig|6666666.1394842.peg.711 and Unknown and fig|6666666.1394842.peg.713)
rxn00181_c0	ATP:L-glutamate 1-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00023[c0] + (1) cpd00067[c0] <=> (1) cpd00008[c0] + (1) cpd03413[c0]	(1) ATP_c0[c0] + (1) L-Glutamate_c0[c0] + (1) H+_c0[c0] <=> (1) ADP_c0[c0] + (1) L-Glutamyl 1-phosphate_c0[c0]	fig|6666666.1394842.peg.1739
rxn05247_c0	FACOAL140(ISO)_c0	(1) cpd00002[c0] + (1) cpd00010[c0] + (1) cpd11430[c0] => (1) cpd00012[c0] + (1) cpd00018[c0] + (1) cpd11435[c0]	(1) ATP_c0[c0] + (1) CoA_c0[c0] + (1) fa1_c0[c0] => (1) PPi_c0[c0] + (1) AMP_c0[c0] + (1) fa1coa_c0[c0]	(fig|6666666.1394842.peg.339 or fig|6666666.1394842.peg.2323 or fig|6666666.1394842.peg.467)
rxn03136_c0	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase_c0	(1) cpd02921[c0] <=> (1) cpd00067[c0] + (1) cpd00106[c0] + (1) cpd02851[c0]	(1) SAICAR_c0[c0] <=> (1) H+_c0[c0] + (1) Fumarate_c0[c0] + (1) AICAR_c0[c0]	(fig|6666666.1394842.peg.2734 or fig|6666666.1394842.peg.2734)
rxn07307_c0	(2R)-O-phospho-3-sulfolactate sulfo-lyase_c0	(1) cpd08366[c0] <= (1) cpd00061[c0] + (1) cpd00081[c0]	(1) (2R)-Phosphosulfolactate_c0[c0] <= (1) Phosphoenolpyruvate_c0[c0] + (1) Sulfite_c0[c0]	fig|6666666.1394842.peg.2669
rxn05287_c0	geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase_c0	(1) cpd00113[c0] + (1) cpd00289[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd02591[c0]	(1) Isopentenyldiphosphate_c0[c0] + (1) Geranylgeranyl diphosphate_c0[c0] => (1) PPi_c0[c0] + (1) H+_c0[c0] + (1) pendp_c0[c0]	fig|6666666.1394842.peg.549
rxn01387_c0	Isocitrate:NADP+ oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd00260[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd03187[c0]	(1) NADP_c0[c0] + (1) Isocitrate_c0[c0] <=> (1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) Oxalosuccinate_c0[c0]	fig|6666666.1394842.peg.740
rxn02937_c0	2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming)_c0	(1) cpd00002[c0] + (1) cpd02826[c0] <=> (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd02140[c0]	(1) ATP_c0[c0] + (1) 5'-Phosphoribosylformylglycinamidine_c0[c0] <=> (1) ADP_c0[c0] + (1) Phosphate_c0[c0] + (1) H+_c0[c0] + (1) AIR_c0[c0]	(fig|6666666.1394842.peg.2719 or fig|6666666.1394842.peg.2719)
rxn08810_c0	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15318[c0] <=> (1) cpd00067[c0] + (1) cpd01741[c0] + (1) cpd02090[c0]	(1) H2O_c0[c0] + (1) 1-Acyl-sn-glycero-3-phosphoglycerol dodecanoyl_c0[c0] <=> (1) H+_c0[c0] + (1) ddca_c0[c0] + (1) Glycerophosphoglycerol_c0[c0]	(fig|6666666.1394842.peg.1948 or fig|6666666.1394842.peg.2703)
rxn01652_c0	S-Aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming)_c0	(1) cpd00001[c0] + (1) cpd00347[c0] <=> (1) cpd00067[c0] + (1) cpd02197[c0]	(1) H2O_c0[c0] + (1) 5-10-Methenyltetrahydrofolate_c0[c0] <=> (1) H+_c0[c0] + (1) 5-Formyltetrahydrofolate_c0[c0]	fig|6666666.1394842.peg.946
rxn00350_c0	glutathione gamma-glutamylaminopeptidase_c0	(1) cpd00001[c0] + (1) cpd00042[c0] <=> (1) cpd00023[c0] + (1) cpd01017[c0]	(1) H2O_c0[c0] + (1) GSH_c0[c0] <=> (1) L-Glutamate_c0[c0] + (1) Cys-Gly_c0[c0]	fig|6666666.1394842.peg.1045
rxn03137_c0	10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase_c0	(1) cpd00201[c0] + (1) cpd02851[c0] <=> (1) cpd00087[c0] + (1) cpd02884[c0]	(1) 10-Formyltetrahydrofolate_c0[c0] + (1) AICAR_c0[c0] <=> (1) Tetrahydrofolate_c0[c0] + (1) FAICAR_c0[c0]	(fig|6666666.1394842.peg.947 and fig|6666666.1394842.peg.947)
rxn10343_c0	Mercury (Hg+2) ABC transporter (periplasm)_c0	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00531[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00531[e0]	(1) H2O_c0[c0] + (1) ATP_c0[c0] + (1) Hg2+_c0[c0] => (1) ADP_c0[c0] + (1) Phosphate_c0[c0] + (1) H+_c0[c0] + (1) Hg2+_e0[e0]	(fig|6666666.1394842.peg.3113 or fig|6666666.1394842.peg.3203 or fig|6666666.1394842.peg.3202 or fig|6666666.1394842.peg.3149 or fig|6666666.1394842.peg.3179 or fig|6666666.1394842.peg.3147 or fig|6666666.1394842.peg.3112 or fig|6666666.1394842.peg.454 or fig|6666666.1394842.peg.3204)
rxn01115_c0	6-phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating)_c0	(1) cpd00006[c0] + (1) cpd00284[c0] => (1) cpd00005[c0] + (1) cpd00011[c0] + (1) cpd00171[c0]	(1) NADP_c0[c0] + (1) 6-Phospho-D-gluconate_c0[c0] => (1) NADPH_c0[c0] + (1) CO2_c0[c0] + (1) D-Ribulose5-phosphate_c0[c0]	fig|6666666.1394842.peg.1588
rxn08818_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)_c0	(1) cpd00001[c0] + (1) cpd15363[c0] <=> (2) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd03847[c0]	(1) H2O_c0[c0] + (1) 2-tetradecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (2) H+_c0[c0] + (1) Glycerol-3-phosphate_c0[c0] + (1) Myristic acid_c0[c0]	(fig|6666666.1394842.peg.2703 or fig|6666666.1394842.peg.1948)
rxn00992_c0	(R)-3-Hydroxybutanoate:NAD+ oxidoreductase_c0	(1) cpd00003[c0] + (1) cpd00797[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd00142[c0]	(1) NAD_c0[c0] + (1) (R)-3-Hydroxybutanoate_c0[c0] <=> (1) NADH_c0[c0] + (1) H+_c0[c0] + (1) Acetoacetate_c0[c0]	fig|6666666.1394842.peg.2621
rxn05239_c0	adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)_c0	(1) cpd00044[c0] + (1) cpd11421[c0] => (1) cpd00045[c0] + (1) cpd00067[c0] + (1) cpd00081[c0] + (1) cpd11420[c0]	(1) 3-phosphoadenylylsulfate_c0[c0] + (1) trdrd_c0[c0] => (1) Adenosine 3-5-bisphosphate_c0[c0] + (1) H+_c0[c0] + (1) Sulfite_c0[c0] + (1) trdox_c0[c0]	(fig|6666666.1394842.peg.2958 and Unknown)
rxn08312_c0	CDP-diacylglycerol synthetase (n-C18:1)_c0	(1) cpd00052[c0] + (1) cpd15527[c0] <=> (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd15420[c0]	(1) CTP_c0[c0] + (1) 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1) PPi_c0[c0] + (1) H+_c0[c0] + (1) CDP-1,2-dioctadec-11-enoylglycerol_c0[c0]	fig|6666666.1394842.peg.1966
rxn00952_c0	O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase_c0	(1) cpd00239[c0] + (1) cpd00790[c0] => (1) cpd00029[c0] + (1) cpd00135[c0]	(1) H2S_c0[c0] + (1) O-Acetyl-L-homoserine_c0[c0] => (1) Acetate_c0[c0] + (1) Homocysteine_c0[c0]	fig|6666666.1394842.peg.729
rxn01396_c0	ATP:pyridoxine 5'-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00263[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00478[c0]	(1) ATP_c0[c0] + (1) Pyridoxol_c0[c0] <=> (1) ADP_c0[c0] + (1) H+_c0[c0] + (1) Pyridoxine phosphate_c0[c0]	(fig|6666666.1394842.peg.1003 or fig|6666666.1394842.peg.1316)
rxn01961_c0	Xanthosine 5'-phosphate phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd00497[c0] => (1) cpd00009[c0] + (1) cpd01217[c0]	(1) H2O_c0[c0] + (1) XMP_c0[c0] => (1) Phosphate_c0[c0] + (1) Xanthosine_c0[c0]	fig|6666666.1394842.peg.384
rxn01517_c0	ATP:dUMP phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00067[c0] + (1) cpd00299[c0] <=> (1) cpd00008[c0] + (1) cpd00978[c0]	(1) ATP_c0[c0] + (1) H+_c0[c0] + (1) dUMP_c0[c0] <=> (1) ADP_c0[c0] + (1) dUDP_c0[c0]	(fig|6666666.1394842.peg.1968 or fig|6666666.1394842.peg.1758)
rxn00371_c0	Formate:NAD+ oxidoreductase_c0	(1) cpd00003[c0] + (1) cpd00047[c0] => (1) cpd00004[c0] + (1) cpd00011[c0]	(1) NAD_c0[c0] + (1) Formate_c0[c0] => (1) NADH_c0[c0] + (1) CO2_c0[c0]	fig|6666666.1394842.peg.603
